nivel,codigo,nombre,parent
segmento,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",
segmento,11,"Material Mineral, Textil y  Vegetal y Animal No Comestible",
segmento,12,Material Químico incluyendo Bioquímicos y Materiales de Gas,
segmento,13,"Materiales de Resina, Colofonia, Caucho, Espuma, Película y Elastómericos",
segmento,14,Materiales y Productos de Papel,
segmento,15,"Materiales Combustibles, Aditivos para Combustibles, Lubricantes y Anticorrosivos",
segmento,20,Maquinaria y Accesorios de Minería y Perforación de Pozos,
segmento,21,"Maquinaria y Accesorios para Agricultura, Pesca, Silvicultura y Fauna",
segmento,22,Maquinaria y Accesorios para Construcción y Edificación,
segmento,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,
segmento,24,"Maquinaria, Accesorios y Suministros para Manejo, Acondicionamiento y Almacenamiento de Materiales",
segmento,25,"Vehículos Comerciales, Militares y Particulares, Accesorios y Componentes",
segmento,26,Maquinaria y Accesorios para Generación y Distribución de Energía,
segmento,27,Herramientas y Maquinaria General,
segmento,30,"Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles",
segmento,31,Componentes y Suministros de Manufactura,
segmento,32,Componentes y Suministros Electrónicos,
segmento,39,"Componentes, Accesorios y Suministros de Sistemas Eléctricos e Iluminación",
segmento,40,Componentes y Equipos para Distribución y Sistemas de Acondicionamiento,
segmento,41,"Equipos y Suministros de Laboratorio, de Medición, de Observación y de Pruebas",
segmento,42,"Equipo Médico, Accesorios y Suministros",
segmento,43,Difusión de Tecnologías de Información y Telecomunicaciones,
segmento,44,"Equipos de Oficina, Accesorios y Suministros",
segmento,45,"Equipos y Suministros para Impresión, Fotografia y Audiovisuales",
segmento,46,"Equipos y Suministros de Defensa, Orden Publico, Proteccion, Vigilancia y Seguridad",
segmento,47,Equipos de Limpieza y Suministros,
segmento,48,"Maquinaria, Equipo y Suministros para la Industria de Servicios",
segmento,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",
segmento,50,"Alimentos, Bebidas y Tabaco",
segmento,51,Medicamentos y Productos Farmacéuticos,
segmento,52,"Artículos Domésticos, Suministros y Productos Electrónicos de Consumo",
segmento,53,"Ropa, Maletas y Productos de Aseo Personal",
segmento,54,"Productos para Relojería, Joyería y Piedras Preciosas",
segmento,55,"Publicaciones Impresas, Publicaciones Electrónicas y Accesorios",
segmento,56,"Muebles, Mobiliario y Decoración",
segmento,60,"Instrumentos Musicales, Juegos, Juguetes, Artes, Artesanías y Equipo educativo, Materiales, Accesorios y Suministros",
segmento,70,"Servicios de Contratacion Agrícola, Pesquera, Forestal y de Fauna",
segmento,71,"Servicios de Minería, Petróleo y Gas",
segmento,72,"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento",
segmento,73,Servicios de Producción Industrial y Manufactura,
segmento,76,"Servicios de Limpieza, Descontaminación y Tratamiento de Residuos",
segmento,77,Servicios Medioambientales,
segmento,78,"Servicios de Transporte, Almacenaje y Correo",
segmento,80,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos",
segmento,81,"Servicios Basados en Ingeniería, Investigación y Tecnología",
segmento,82,"Servicios Editoriales, de Diseño, de Artes Graficas y Bellas Artes",
segmento,83,Servicios Públicos y Servicios Relacionados con el Sector Público,
segmento,84,Servicios Financieros y de Seguros,
segmento,85,Servicios de Salud,
segmento,86,Servicios Educativos y de Formación,
segmento,90,"Servicios de Viajes, Alimentación, Alojamiento y Entretenimiento",
segmento,91,Servicios Personales y Domésticos,
segmento,92,"Servicios de Defensa Nacional, Orden Publico, Seguridad y Vigilancia",
segmento,93,Servicios Políticos y de Asuntos Cívicos,
segmento,94,Organizaciones y Clubes,
segmento,95,"Terrenos, Edificios, Estructuras y Vías",
familia,1010,Animales vivos,10
familia,1011,Productos para animales domésticos,10
familia,1012,Comida de animales,10
familia,1013,Recipientes y hábitat para animales,10
familia,1014,Productos de talabartería y arreo,10
familia,1015,"Semillas, bulbos, plántulas y esquejes",10
familia,1016,Productos de floricultura y silvicultura,10
familia,1017,Fertilizantes y nutrientes para plantas y herbicidas,10
familia,1019,Productos para el control de plagas,10
familia,1020,Rosales vivos,10
familia,1021,Plantas vivas  de especies o variedades de flores altas,10
familia,1022,Plantas vivas  de especies o variedades de flores bajas,10
familia,1023,Crisantemos vivos,10
familia,1024,Claveles vivos,10
familia,1025,Orquídeas vivas,10
familia,1030,Rosas frescas cortadas,10
familia,1031,Bouquets cortados frescos  de especies o variedades de flores altas,10
familia,1032,Bouquets cortados frescos  de especies o variedades de flores bajas,10
familia,1033,Crisantemos cortados frescos,10
familia,1034,Bouquets florales cortados frescos,10
familia,1035,Claveles cortados frescos,10
familia,1036,Orquídeas cortadas frescas,10
familia,1040,Rosas cortadas secas,10
familia,1041,Bouquets cortados secos  de especies o variedades de flores altas,10
familia,1042,Bouquets cortados secos  de especies o variedades de flores bajas,10
familia,1043,Crisantemos cortados secos,10
familia,1044,Claveles cortados secos,10
familia,1045,Orquídeas cortadas secas,10
familia,1050,Follaje cortado fresco,10
familia,1110,"Minerales, minerales metálicos y metales",11
familia,1111,Tierra y piedra,11
familia,1112,Productos no comestibles de planta y silvicultura,11
familia,1113,Productos animales no comestibles,11
familia,1114,Chatarra y materiales de desecho,11
familia,1115,"Fibra, hilos e hilados",11
familia,1116,Tejidos y materiales de cuero,11
familia,1117,Aleaciones,11
familia,1118,Óxido metálico,11
familia,1119,Desechos metálicos y chatarra,11
familia,1213,Materiales explosivos,12
familia,1214,Elementos y gases,12
familia,1216,Aditivos,12
familia,1217,Colorantes,12
familia,1218,Ceras y aceites,12
familia,1219,Solventes,12
familia,1235,Compuestos y mezclas,12
familia,1310,Caucho y elastómeros,13
familia,1311,Resinas y colofonias y otros materiales derivados de resina,13
familia,1410,Materiales de papel,14
familia,1411,Productos de papel,14
familia,1412,Papel para uso industrial,14
familia,1510,Combustibles,15
familia,1511,Combustibles gaseosos y aditivos,15
familia,1512,"Lubricantes, aceites, grasas y anticorrosivos",15
familia,1513,Combustible para reactores nucleares,15
familia,2010,Maquinaria y equipo de minería y explotación de canteras,20
familia,2011,Equipo de perforación y explotación de pozos,20
familia,2012,Equipo para perforación y exploración de petróleo y gas,20
familia,2013,Materiales para  perforación y operaciones de petróleo y gas,20
familia,2014,Equipo de producción y operación de petróleo y gas,20
familia,2110,"Maquinaria y equipo para agricultura, silvicultura y paisajismo",21
familia,2111,Equipo de pesca y acuicultura,21
familia,2210,Maquinaria y equipo pesado de construcción,22
familia,2310,Maquinaria para el procesamiento de materias primas,23
familia,2311,Maquinaria para el procesamiento de petróleo,23
familia,2312,Maquinaria y accesorios de textiles y tejidos,23
familia,2313,Maquinaria y equipos lapidarios,23
familia,2314,Maquinaria de reparación y accesorios para marroquinería,23
familia,2315,"Maquinaria, equipo y suministros de procesos industriales",23
familia,2316,"Máquinas, equipo y suministros para fundición",23
familia,2318,Equipo industrial para alimentos y bebidas,23
familia,2319,Mezcladores y sus partes y accesorios,23
familia,2320,Equipamiento para transferencia de masa,23
familia,2321,"Maquinaria de fabricación electrónica, equipo y accesorios",23
familia,2322,Equipo y maquinaria de procesamiento de pollos,23
familia,2323,Equipo y maquinaria de procesamiento de madera y aserrado,23
familia,2324,Maquinaria y accesorios para cortar metales,23
familia,2325,Maquinaria y accesorios para el formado de metales,23
familia,2326,Maquinaria y accesorios para hacer prototipos rápidos,23
familia,2327,Maquinaria y accesorios y suministros para soldadura de todas las clases,23
familia,2328,Maquinaria para el tratamiento de metal,23
familia,2329,Herramientas de maquinado industrial,23
familia,2330,Maquinaria y equipo para cable,23
familia,2410,Maquinaria y equipo para manejo de materiales,24
familia,2411,Recipientes y almacenamiento,24
familia,2412,Materiales de empaque,24
familia,2413,Refrigeración industrial,24
familia,2414,Suministros de embalaje,24
familia,2510,Vehículos de motor,25
familia,2511,Transporte marítimo,25
familia,2512,Maquinaria y equipo para ferrocarril y tranvías,25
familia,2513,Aeronaves,25
familia,2515,Naves espaciales,25
familia,2516,Bicicletas no motorizadas,25
familia,2517,Componentes y sistemas de transporte,25
familia,2518,Carrocerías y remolques,25
familia,2519,Equipo para servicios de transporte,25
familia,2520,Sistemas  y componentes y equipos aeroespaciales,25
familia,2610,Fuentes de energía,26
familia,2611,Baterías y generadores y transmisión de energía cinética,26
familia,2612,"Alambres, cables y arneses",26
familia,2613,Generación de energía,26
familia,2614,Maquinaria y equipo para energía atómica o nuclear,26
familia,2711,Herramientas de mano,27
familia,2712,Maquinaria y equipo hidráulico,27
familia,2713,Maquinaria y equipo neumático,27
familia,2714,Herramientas especializadas automotrices,27
familia,3010,Componentes estructurales y formas básicas,30
familia,3011,"Hormigón, cemento y yeso",30
familia,3012,Carreteras y paisaje,30
familia,3013,Productos de construcción estructurales,30
familia,3014,Aislamiento,30
familia,3015,Materiales para acabado de exteriores,30
familia,3016,Materiales de acabado de interiores,30
familia,3017,Puertas y ventanas y vidrio,30
familia,3018,Instalaciones de plomería,30
familia,3019,Equipo de apoyo para Construcción y Mantenimiento,30
familia,3024,Componentes de construcción de estructura portátil,30
familia,3025,Estructuras y materiales de minería subterránea,30
familia,3026,Materiales estructurales,30
familia,3110,Piezas de fundición y ensambles de piezas de fundición,31
familia,3111,Extrusiones,31
familia,3112,Piezas fundidas maquinadas,31
familia,3113,Forjaduras,31
familia,3114,Molduras,31
familia,3115,"Cuerda, cadena, cable, alambre y correa",31
familia,3116,Ferretería,31
familia,3117,"Rodamientos, cojinetes ruedas y engranajes",31
familia,3118,"Empaques, glándulas, fundas y cubiertas",31
familia,3119,Materiales de afilado pulido y alisado,31
familia,3120,Adhesivos y selladores,31
familia,3121,Pinturas y bases y acabados,31
familia,3122,Extractos de teñir y de curtir,31
familia,3123,Materia prima en placas o barras labradas,31
familia,3124,Óptica industrial,31
familia,3125,"Sistemas de control neumático, hidráulico o eléctrico",31
familia,3126,"Cubiertas, cajas y envolturas",31
familia,3127,Piezas hechas a máquina,31
familia,3128,Componentes de placa y estampados,31
familia,3129,Extrusiones maquinadas,31
familia,3130,Forjas labradas,31
familia,3131,Ensambles de tubería fabricada,31
familia,3132,Ensambles fabricados de material en barras,31
familia,3133,Ensambles estructurales fabricados,31
familia,3134,Ensambles de lámina fabricado,31
familia,3135,Ensambles de tubería fabricada,31
familia,3136,Ensambles de placa fabricados,31
familia,3137,Refractarios,31
familia,3138,Imanes y materiales magnéticos,31
familia,3139,Maquinados,31
familia,3140,Empaques,31
familia,3141,Sellos,31
familia,3142,Partes sinterizadas,31
familia,3210,"Circuitos impresos, circuitos integrados y micro ensamblajes",32
familia,3211,Dispositivo semiconductor discreto,32
familia,3212,Componentes pasivos discretos,32
familia,3213,Piezas de componentes y hardware electrónicos y accesorios,32
familia,3214,Dispositivos de tubo electrónico y accesorios,32
familia,3215,Dispositivos y componentes y accesorios de control de automatización,32
familia,3910,Lámparas y bombillas y componentes para lámparas,39
familia,3911,"Iluminación, artefactos y accesorios",39
familia,3912,"Equipos, suministros y componentes eléctricos",39
familia,3913,Dispositivos y accesorios y suministros de manejo de cable eléctrico,39
familia,4010,"Calefacción, ventilación y circulación del aire",40
familia,4014,Distribución de fluidos y gas,40
familia,4015,Bombas y compresores industriales,40
familia,4016,Filtrado y purificación industrial,40
familia,4017,Instalaciones de tubos y entubamientos,40
familia,4018,Instalaciones de tubos y tuberías,40
familia,4110,Equipo de laboratorio y científico,41
familia,4111,"Instrumentos de medida, observación y ensayo",41
familia,4112,Suministros y accesorios de laboratorio,41
familia,4212,Equipos y suministros veterinarios,42
familia,4213,Telas y vestidos médicos,42
familia,4214,"Suministros, productos de tratamiento y cuidado del enfermo",42
familia,4215,Equipos y suministros dentales,42
familia,4216,Equipo de diálisis y suministros,42
familia,4217,Productos para los servicios médicos de urgencias y campo,42
familia,4218,Productos de examen y control del paciente,42
familia,4219,Productos de centro médico,42
familia,4220,Productos de hacer imágenes diagnósticas médicas y de medicina nuclear,42
familia,4221,Ayuda para personas con desafíos físicos para vivir independiente,42
familia,4222,Productos para administración intravenosa y arterial,42
familia,4223,Nutrición clínica,42
familia,4224,Productos medicinales de deportes y ortopédicos y prótesis,42
familia,4225,Productos de rehabilitación y terapia ocupacional y física,42
familia,4226,Equipo y suministros post mortem y funerarios,42
familia,4227,"Productos de resucitación, anestesia y respiratorio",42
familia,4228,Productos para la esterilización médica,42
familia,4229,Productos quirúrgicos,42
familia,4230,Suministros para formación y estudios de medicina,42
familia,4231,Productos para el cuidado de heridas,42
familia,4232,Implantes ortopédicos quirúrgicos,42
familia,4319,Dispositivos de comunicaciones y accesorios,43
familia,4320,"Componentes para tecnología de la información, difusión o telecomunicaciones",43
familia,4321,Equipo informático y accesorios,43
familia,4322,Equipos o plataformas y accesorios de redes multimedia o de voz y datos,43
familia,4323,Software,43
familia,4410,"Maquinaria, suministros y accesorios de oficina",44
familia,4411,Accesorios de oficina y escritorio,44
familia,4412,Suministros de oficina,44
familia,4510,Equipo de imprenta y publicación,45
familia,4511,Equipos de audio y video para presentación y composición,45
familia,4512,"Equipo de vídeo, filmación o fotografía",45
familia,4513,Medios fotográficos y de grabación,45
familia,4514,Suministros fotográficos para cine,45
familia,4610,Armas ligeras y munición,46
familia,4611,Armas de guerra convencionales,46
familia,4612,Misiles,46
familia,4613,Cohetes y subsistemas,46
familia,4614,Lanzadores,46
familia,4615,Protección del Orden Público,46
familia,4616,Seguridad y control público,46
familia,4617,"Seguridad, vigilancia y detección",46
familia,4618,Seguridad y protección personal,46
familia,4619,Protección contra incendios,46
familia,4620,"Equipo de entrenamiento de seguridad física e industrial, defensa y orden público",46
familia,4710,"Tratamiento, suministros y eliminación de agua y aguas residuales",47
familia,4711,Equipo industrial de lavandería y lavado en seco,47
familia,4712,Equipo de aseo,47
familia,4713,Suministros de aseo y limpieza,47
familia,4810,Equipos de servicios de alimentación para instituciones,48
familia,4811,Máquinas expendedoras,48
familia,4812,Equipo de Juego o de Apostar,48
familia,4813,Equipo y materiales funerarios,48
familia,4910,Coleccionables y condecoraciones,49
familia,4912,Equipos y accesorios para acampada y exteriores,49
familia,4913,Equipos de pesca y caza,49
familia,4914,Equipos para deportes acuáticos,49
familia,4915,Equipos para deportes de invierno,49
familia,4916,Equipos deportivos para campos y canchas,49
familia,4917,Equipos de gimnasia y boxeo,49
familia,4918,"Juegos, equipo de tiro y mesa",49
familia,4920,Equipo para entrenamiento físico,49
familia,4921,Otros deportes,49
familia,4922,Equipo  y accesorios para deportes,49
familia,4924,"Equipo de recreo, parques infantiles y equipo y suministros de natación y de spa",49
familia,5010,Frutos secos,50
familia,5011,Productos de carne y aves de corral,50
familia,5012,Pescados y mariscos,50
familia,5013,Productos lácteos y huevos,50
familia,5015,Aceites y grasas comestibles,50
familia,5016,"Chocolates, azúcares, edulcorantes y productos de confitería",50
familia,5017,Condimentos y conservantes,50
familia,5018,Productos de panadería,50
familia,5019,Alimentos preparados y conservados,50
familia,5020,Bebidas,50
familia,5021,Tabaco y productos de fumar y substitutos,50
familia,5022,Productos de cereales y legumbres,50
familia,5030,Fruta fresca,50
familia,5031,Fruta orgánica fresca,50
familia,5032,Fruta seca,50
familia,5033,Fruta orgánica seca,50
familia,5034,Fruta congelada,50
familia,5035,Fruta orgánica congelada,50
familia,5036,Fruta en lata o en frasco,50
familia,5037,Fruta orgánica en lata o en frasco,50
familia,5038,Puré de frutas,50
familia,5040,Vegetales frescos,50
familia,5041,Vegetales orgánicos frescos,50
familia,5042,Vegetales secos,50
familia,5043,Vegetales orgánicos secos,50
familia,5044,Vegetales congelados,50
familia,5045,Vegetales orgánicos congelados,50
familia,5046,Vegetales en lata o en frasco,50
familia,5047,Vegetales orgánicos en lata o en frasco,50
familia,5110,Medicamentos antiinfecciosos,51
familia,5111,Agentes antitumorales,51
familia,5112,Medicamentos cardiovasculares,51
familia,5113,Medicamentos hematólogos,51
familia,5114,Medicamentos para el sistema nervioso central,51
familia,5115,Medicamentos para el sistema nervioso autónomo,51
familia,5116,Medicamentos que afectan al sistema respiratorio,51
familia,5117,Medicamentos que afectan al sistema gastrointestinal,51
familia,5118,Hormonas y antagonistas hormonales,51
familia,5119,Agentes que afectan el agua y los electrolitos,51
familia,5120,Medicamentos inmunomoduladores,51
familia,5121,Categorías de medicamentos varios,51
familia,5124,"Fármacos que afectan a los oídos, los ojos, la nariz y la piel",51
familia,5125,Suplementos alimenticios veterinarios,51
familia,5210,Revestimientos de suelos,52
familia,5212,"Ropa de cama, mantelerías, paños de cocina y toallas",52
familia,5213,Tratamientos de ventanas,52
familia,5214,Aparatos electrodomésticos,52
familia,5215,Utensilios de cocina domésticos,52
familia,5216,Electrónica de consumo,52
familia,5217,Tratamientos de pared doméstica,52
familia,5310,Ropa,53
familia,5311,Calzado,53
familia,5312,"Maletas, bolsos de mano, mochilas y estuches",53
familia,5313,Artículos de tocador y cuidado personal,53
familia,5314,Fuentes y accesorios de costura,53
familia,5410,Joyería,54
familia,5411,Relojes,54
familia,5412,Gemas,54
familia,5510,Medios impresos,55
familia,5511,Material electrónico de referencia,55
familia,5512,Etiquetado y accesorios,55
familia,5610,Muebles de alojamiento,56
familia,5611,Muebles comerciales e industriales,56
familia,5612,"Mobiliario institucional, escolar y educativo y accesorios",56
familia,5613,Muebles y accesorios para merchandising,56
familia,5614,Adornos para el hogar,56
familia,6010,Materiales didácticos profesionales y de desarrollo y accesorios y suministros,60
familia,6011,Decoraciones y suministros del aula,60
familia,6012,"Equipo, accesorios y suministros de arte y manualidades",60
familia,6013,"Instrumentos musicales, piezas y accesorios",60
familia,6014,Juguetes y juegos,60
familia,7010,Pesquerías y acuicultura,70
familia,7011,Horticultura,70
familia,7012,Servicios de animales vivos,70
familia,7013,"Preparación, gestión y protección del terreno y del suelo",70
familia,7014,"Producción, gestión y protección de cultivos",70
familia,7015,Silvicultura,70
familia,7016,Fauna y flora silvestres,70
familia,7017,Desarrollo y vigilancia de recursos hidráulicos,70
familia,7110,Servicios de minería,71
familia,7111,Servicios de perforación y prospección petrolífera y de gas,71
familia,7112,Servicios de construcción y perforación de pozos,71
familia,7113,Servicios de aumento de la extracción y producción de gas y petróleo,71
familia,7114,Servicios de restauración y recuperación de gas y petróleo,71
familia,7115,Servicios de procesamiento y gestión de datos de petróleo y gas,71
familia,7116,Servicios de gerencia de proyectos en pozos de petróleo y gas,71
familia,7210,Servicios de mantenimiento y reparaciones de construcciones e instalaciones,72
familia,7211,Servicios de construcción de edificaciones residenciales,72
familia,7212,Servicios de construcción de edificaciones no residenciales,72
familia,7214,Servicios de construcción pesada,72
familia,7215,Servicios de mantenimiento y construcción de comercio especializado,72
familia,7310,Industrias de plásticos y productos químicos,73
familia,7311,Industrias de la madera y el papel,73
familia,7312,Industrias del metal y de minerales,73
familia,7313,Industrias de alimentos y bebidas,73
familia,7314,"Industrias de fibras, textiles y de tejidos",73
familia,7315,Servicios de apoyo a la fabricación,73
familia,7316,Fabricación de maquinaria y equipo de transporte,73
familia,7317,Fabricación de productos eléctricos e instrumentos de precisión,73
familia,7318,Servicios de maquinado y procesado,73
familia,7610,Servicios de descontaminación,76
familia,7611,Servicios de aseo y limpieza,76
familia,7612,Eliminación y tratamiento de desechos,76
familia,7613,Limpieza de residuos tóxicos y peligrosos,76
familia,7710,Gestión medioambiental,77
familia,7711,Protección medioambiental,77
familia,7712,"Seguimiento, control y rehabilitación de la contaminación",77
familia,7713,"Servicios de seguimiento, control o rehabilitación de contaminantes",77
familia,7810,Transporte de correo y carga,78
familia,7811,Transporte de pasajeros,78
familia,7812,Manejo y embalaje de material,78
familia,7813,Almacenaje,78
familia,7814,Servicios de transporte,78
familia,7818,Servicios de mantenimiento o reparaciones de transportes,78
familia,8010,Servicios de asesoría de gestión,80
familia,8011,Servicios de recursos humanos,80
familia,8012,Servicios legales,80
familia,8013,Servicios inmobiliarios,80
familia,8014,Comercialización y distribución,80
familia,8015,Política comercial y servicios,80
familia,8016,Servicios de administración de empresas,80
familia,8110,Servicios profesionales de ingeniería,81
familia,8111,Servicios informáticos,81
familia,8112,Economía,81
familia,8113,Estadística,81
familia,8114,Tecnologías de fabricación,81
familia,8115,Servicios de pedología,81
familia,8116,Entrega de servicios de tecnología de información,81
familia,8210,Publicidad,82
familia,8211,Escritura y traducciones,82
familia,8212,Servicios de reproducción,82
familia,8213,Servicios fotográficos,82
familia,8214,Diseño gráfico,82
familia,8215,Artistas e intérpretes profesionales,82
familia,8310,Servicios públicos,83
familia,8311,Servicios de medios de telecomunicaciones,83
familia,8312,Servicios de información,83
familia,8410,Finanzas de desarrollo,84
familia,8411,Servicios de contabilidad y auditorias,84
familia,8412,Banca e inversiones,84
familia,8413,Servicios de seguros y pensiones,84
familia,8414,Agencias de crédito,84
familia,8510,Servicios integrales de salud,85
familia,8511,Prevención y control de enfermedades,85
familia,8512,Práctica médica,85
familia,8513,"Ciencia médica, investigación y experimentación",85
familia,8514,Medicina alternativa y holística,85
familia,8515,Servicios alimenticios y de nutrición,85
familia,8516,"Servicios de mantenimiento, renovación y reparación de equipo médico quirúrgico",85
familia,8517,Servicios de muerte y soporte al fallecimiento,85
familia,8610,Formación profesional,86
familia,8611,Sistemas educativos alternativos,86
familia,8612,Instituciones educativas,86
familia,8613,Servicios educativos especializados,86
familia,8614,Instalaciones educativas,86
familia,9010,Restaurantes y catering (servicios de comidas y bebidas),90
familia,9011,"Instalaciones hoteleras, alojamientos y centros de encuentros",90
familia,9012,Facilitación de viajes,90
familia,9013,Artes interpretativas,90
familia,9014,Deportes comerciales,90
familia,9015,Servicios de entretenimiento,90
familia,9110,Aspecto personal,91
familia,9111,Asistencia doméstica y personal,91
familia,9210,Orden público y seguridad,92
familia,9211,Servicios militares o defensa nacional,92
familia,9212,Seguridad y protección personal,92
familia,9310,Sistemas e instituciones políticas,93
familia,9311,Condiciones sociopolíticas,93
familia,9312,Relaciones internacionales,93
familia,9313,Ayuda y asistencia humanitaria,93
familia,9314,Servicios comunitarios y sociales,93
familia,9315,Servicios de administración y financiación pública,93
familia,9316,Tributación,93
familia,9317,Política y regulación comercial,93
familia,9410,Organizaciones laborales,94
familia,9411,Organizaciones religiosas,94
familia,9412,Clubes,94
familia,9413,"Organizaciones, asociaciones y movimientos cívicos",94
familia,9510,Parcelas de tierra,95
familia,9511,Vías,95
familia,9512,Estructuras y edificios permanentes,95
familia,9513,Estructuras y edificios móviles,95
familia,9514,Estructuras y edificios prefabricados,95
clase,101015,Animales de granja,1010
clase,101016,Pájaros y aves de corral,1010
clase,101017,Peces,1010
clase,101018,Mariscos e invertebrados acuáticos,1010
clase,101019,Insectos,1010
clase,101020,Animales salvajes,1010
clase,101113,Tratamientos para los animales domésticos y accesorios y equipo,1011
clase,101215,Pienso para ganado,1012
clase,101216,Alimento para pájaros y aves de corral,1012
clase,101217,Alimento para peces,1012
clase,101218,Alimento para perros y gatos,1012
clase,101219,Alimento para roedores,1012
clase,101220,Alimento para reptiles,1012
clase,101221,Comida para animales variados,1012
clase,101315,Cobertizos para animales,1013
clase,101316,Recipientes para animales,1013
clase,101317,Hábitat para animales,1013
clase,101415,Talabartería,1014
clase,101416,Arneses,1014
clase,101515,Semillas y plántulas vegetales,1015
clase,101516,Semillas de cereales,1015
clase,101517,Semillas y plántulas de hierba y forraje,1015
clase,101518,Semillas y plántulas de especias,1015
clase,101519,"Semillas, bulbos, plántulas y esquejes de flores",1015
clase,101520,Semillas y esquejes de árboles y arbustos,1015
clase,101521,Residuos que no sean de piensos,1015
clase,101522,Semillas de cultivos fibrosos y semilleros,1015
clase,101615,Árboles y arbustos,1016
clase,101616,Plantas florales,1016
clase,101618,Plantas sin flor,1016
clase,101619,Productos florales secos,1016
clase,101715,Abonos orgánicos y nutrientes para plantas,1017
clase,101716,Abonos químicos y nutrientes para plantas,1017
clase,101717,Herbicidas,1017
clase,101718,Acondicionadores de suelos,1017
clase,101915,Pesticidas o repelentes de plagas,1019
clase,101917,Dispositivos para control de plagas,1019
clase,102015,Rosales vivos azules o lavanda o púrpura,1020
clase,102016,Rosales vivos chocolate o marrón,1020
clase,102017,Rosales vivos crema,1020
clase,102018,Rosales vivos verdes o lima,1020
clase,102019,Rosales vivos rosado claro,1020
clase,102020,Rosales vivos multicolor rosados,1020
clase,102021,Rosales vivos anaranjados,1020
clase,102022,Rosales vivos durazno,1020
clase,102023,Rosales vivos rosados,1020
clase,102024,Rosales vivos rojos o burgundy,1020
clase,102025,Rosales vivos sweetheart,1020
clase,102026,Rosales vivos blancos,1020
clase,102027,Rosales vivos amarillos,1020
clase,102028,Rosales vivos spray,1020
clase,102115,Anturios vivos,1021
clase,102116,Allium vivo,1021
clase,102117,Astromelia viva,1021
clase,102118,Amaranto vivo,1021
clase,102119,Amaryllis vivo,1021
clase,102120,Anémona viva,1021
clase,102121,Asclepia viva,1021
clase,102122,Aster viva,1021
clase,102123,Berzelia viva,1021
clase,102124,Bouvaria viva,1021
clase,102125,Brodiaea viva,1021
clase,102126,Calla viva,1021
clase,102128,Celosia viva,1021
clase,102129,Narciso vivo,1021
clase,102130,Dalia viva,1021
clase,102131,Delphinium vivo,1021
clase,102132,Clavel (dianthus) vivo,1021
clase,102133,Eremruses vivas,1021
clase,102134,Brezo (erica) viva,1021
clase,102135,Euphorbia viva,1021
clase,102136,Fresia viva,1021
clase,102137,Ajedrezada viva,1021
clase,102138,Hiniesta viva,1021
clase,102139,Margarita viva,1021
clase,102140,Jengibre vivo,1021
clase,102141,Gladiolo vivo,1021
clase,102142,Godetia viva,1021
clase,102143,Bromelia viva,1021
clase,102144,Gypsophilia viva,1021
clase,102145,Brezo vivo,1021
clase,102146,Heliconia viva,1021
clase,102147,Jacinto vivo,1021
clase,102148,Hydrangea viva,1021
clase,102149,Iris Viva,1021
clase,102150,Pata de canguro viva,1021
clase,102151,Delfinio vivo,1021
clase,102152,Lepto vivo,1021
clase,102153,Lila viva,1021
clase,102154,Azucena viva,1021
clase,102155,Lavanda viva,1021
clase,102156,Lisianthus vivo,1021
clase,102157,Muscari viva,1021
clase,102158,Narciso vivo,1021
clase,102160,Pimientos ornamentales vivos,1021
clase,102161,Estrella de Belén viva,1021
clase,102162,Peonia viva,1021
clase,102163,Banksia viva,1021
clase,102164,Ranúculo vivo,1021
clase,102165,Escabiosa viva,1021
clase,102166,Retama de escobas viva,1021
clase,102167,Boca de dragón viva,1021
clase,102168,Romero del pantano viva,1021
clase,102169,Matiola viva,1021
clase,102170,Girasol viva,1021
clase,102171,Guisante de olor vivo,1021
clase,102172,Cardo vivo,1021
clase,102173,Tulipán vivo,1021
clase,102174,Flor de cera viva,1021
clase,102175,Hierba de aquiles viva,1021
clase,102176,Zinnia viva,1021
clase,102177,Forsythia viva,1021
clase,102178,Geranio vivo,1021
clase,102179,Amaryllis viva,1021
clase,102180,Rubdeckia viva,1021
clase,102181,Protea viva,1021
clase,102182,leucadendron vivo,1021
clase,102183,leucospermum vivo,1021
clase,102215,Agapanto vivo,1022
clase,102216,Alchimilla viva,1022
clase,102217,Astilbe vivo,1022
clase,102218,angélica viva,1022
clase,102219,ajenjo vivo,1022
clase,102220,Flor de alcachofa viva,1022
clase,102221,Astrantia viva,1022
clase,102222,Flor de banano viva,1022
clase,102223,Baptisia viva,1022
clase,102224,Boronia viva,1022
clase,102225,Bromelia viva,1022
clase,102226,Brunia viva,1022
clase,102227,Catalea viva,1022
clase,102228,Calcynia viva,1022
clase,102229,Caléndula viva,1022
clase,102230,Campanilla viva,1022
clase,102231,Cestrum vivo,1022
clase,102232,Chasmante viva,1022
clase,102233,Costus viva,1022
clase,102234,Vara de San José viva,1022
clase,102235,Lirio del Fuego vivo,1022
clase,102236,Flor del muelle viva,1022
clase,102237,Planta erizo viva,1022
clase,102238,Manzanilla viva,1022
clase,102239,Nomeolvides viva,1022
